239015981.079 1000
16902988.626 2000
5048642.358 3000
3242136.699 4000
2315244.237 5000
1925260.186 6000
1711643.887 7000
1614150.913 8000
1517014.002 9000
1468623.927 10000
1424714.637 11000
1399474.498 12000
1379871.334 13000
1351241.547 14000
1333735.004 15000
1320153.464 16000
1308930.668 17000
1301255.292 18000
1293576.868 19000
1286678.080 20000
1278695.545 21000
1273487.444 22000
1267738.091 23000
1263402.049 24000
1257370.203 25000
1251183.905 26000
1249957.497 27000
1244880.156 28000
1239060.969 29000
1233964.369 30000
1230054.964 31000
1226217.498 32000
1222715.252 33000
1216404.285 34000
1210022.034 35000
1208284.756 36000
1207171.901 37000
1202043.169 38000
1196340.668 39000
1191731.848 40000
1189107.169 41000
1188080.895 42000
1185258.464 43000
1182977.979 44000
1179356.112 45000
1176169.779 46000
1173968.638 47000
1169296.965 48000
1164744.039 49000
1162077.215 50000
1161042.177 51000
1160872.444 52000
1158671.749 53000
1157434.147 54000
1157173.569 55000
1156749.528 56000
1153907.469 57000
1151284.309 58000
1150560.284 59000
1147643.874 60000
1146129.276 61000
1145793.291 62000
1145623.924 63000
1144888.751 64000
1141224.080 65000
1139211.470 66000
1137791.969 67000
1136156.666 68000
1134669.352 69000
1134507.461 70000
1132647.702 71000
1129090.733 72000
1127547.144 73000
1126681.854 74000
1126301.438 75000
1125462.422 76000
1124172.669 77000
1123895.970 78000
1123608.007 79000
1123082.726 80000
1121901.970 81000
1119573.305 82000
1117791.138 83000
1115797.343 84000
1115332.226 85000
1114740.937 86000
1114081.423 87000
1113115.251 88000
1111864.016 89000
1111328.431 90000
1110705.014 91000
1110135.591 92000
1109709.598 93000
1107977.955 94000
1107334.807 95000
1105538.911 96000
1104385.435 97000
1104022.746 98000
1103624.812 99000
1102342.924 100000
1101538.193 101000
1100738.606 102000
1100661.486 103000
1099973.398 104000
1099440.116 105000
1099119.857 106000
1098932.857 107000
1097620.001 108000
1097552.195 109000
1096812.107 110000
1095944.379 111000
1095440.603 112000
1094362.867 113000
1093964.825 114000
1093452.443 115000
1092438.797 116000
1091818.123 117000
1091549.497 118000
1091017.117 119000
1089925.026 120000
1089889.647 121000
1089650.526 122000
1088446.717 123000
1088244.114 124000
1087998.939 125000
1086078.906 126000
1085958.373 127000
1084720.584 128000
1084712.878 129000
1083790.040 130000
1083275.055 131000
1082151.119 132000
1081764.498 133000
1081682.566 134000
1080708.378 135000
1080359.199 136000
1079691.662 137000
1079484.187 138000
1078978.891 139000
1078198.549 140000
1078192.740 141000
1076839.251 142000
1076525.300 143000
1075672.161 144000
1075402.334 145000
1074750.750 146000
1073882.308 147000
1073324.740 148000
1073267.142 149000
1073267.142 150000
1072225.869 151000
1071832.368 152000
1071281.698 153000
1070744.217 154000
1070555.283 155000
1070329.435 156000
1070147.485 157000
1069839.508 158000
1069839.508 159000
1069322.755 160000
1069255.211 161000
1069255.211 162000
1068982.105 163000
1068044.058 164000
1067675.150 165000
1067551.703 166000
1067551.703 167000
1067067.149 168000
1067059.750 169000
1066874.769 170000
1066646.956 171000
1065820.526 172000
1065807.124 173000
1065118.393 174000
1064623.439 175000
1064493.373 176000
1064166.050 177000
1063888.541 178000
1063617.936 179000
1063592.539 180000
1063230.075 181000
1063141.977 182000
1063005.993 183000
1062873.201 184000
1062753.928 185000
1062670.586 186000
1062435.043 187000
1062435.043 188000
1061889.661 189000
1061453.394 190000
1061399.484 191000
1061077.466 192000
1060870.460 193000
1060759.915 194000
1060759.915 195000
1060617.294 196000
1059894.421 197000
1059574.401 198000
1059210.380 199000
1059065.971 200000
1058906.772 201000
1058795.502 202000
1058656.357 203000
1058599.434 204000
1058596.366 205000
1058454.679 206000
1057972.706 207000
1057488.223 208000
1057488.223 209000
1057367.285 210000
1057190.012 211000
1057062.784 212000
1057055.435 213000
1056965.542 214000
1056940.462 215000
1056903.240 216000
1056492.462 217000
1056256.703 218000
1056222.065 219000
1055787.314 220000
1055439.354 221000
1054818.300 222000
1054242.395 223000
1053542.352 224000
1053519.975 225000
1053324.386 226000
1053097.046 227000
1052810.454 228000
1052702.836 229000
1052547.203 230000
1052547.203 231000
1052159.489 232000
1052090.073 233000
1052056.605 234000
1052056.605 235000
1052056.605 236000
1051807.427 237000
1051196.208 238000
1050708.348 239000
1050635.474 240000
1050620.752 241000
1050322.081 242000
1050316.447 243000
1050220.090 244000
1050198.216 245000
1050117.275 246000
1050116.488 247000
1050116.488 248000
1050116.488 249000
1050116.488 250000
1050028.700 251000
1049797.252 252000
1049697.309 253000
1049653.319 254000
1049558.770 255000
1049517.328 256000
1049517.328 257000
1049324.838 258000
1049169.950 259000
1049152.751 260000
1048811.354 261000
1048806.530 262000
1048781.277 263000
1048145.145 264000
1048088.439 265000
1048088.439 266000
1048015.818 267000
1047757.633 268000
1047694.114 269000
1047694.114 270000
1047537.664 271000
1047248.711 272000
1047028.747 273000
1046840.885 274000
1046647.676 275000
1046647.676 276000
1046012.896 277000
1046012.896 278000
1045770.352 279000
1045703.246 280000
1045519.325 281000
1045411.420 282000
1045411.468 283000
1045336.016 284000
1044919.946 285000
1044919.946 286000
1044806.510 287000
1044719.002 288000
1044634.475 289000
1044499.177 290000
1044230.668 291000
1044206.966 292000
1044104.748 293000
1043971.064 294000
1043912.840 295000
1043873.776 296000
1043696.793 297000
1043541.788 298000
1043524.935 299000
1043084.984 300000
1043070.714 301000
1042888.298 302000
1042655.288 303000
1042482.099 304000
1042482.099 305000
1042482.099 306000
1042108.086 307000
1042064.492 308000
1041913.298 309000
1041913.298 310000
1041913.298 311000
1041865.844 312000
1041865.844 313000
1041776.231 314000
1041384.870 315000
1040769.640 316000
1040769.640 317000
1040697.427 318000
1040391.192 319000
1040236.828 320000
1040210.138 321000
1040210.138 322000
1040153.370 323000
1040153.370 324000
1040058.556 325000
1039982.741 326000
1039875.910 327000
1039845.503 328000
1039695.775 329000
1039688.694 330000
1039469.158 331000
1039305.717 332000
1039217.209 333000
1039217.209 334000
1039217.209 335000
1039189.847 336000
1039176.953 337000
1039166.405 338000
1039128.514 339000
1039128.514 340000
1039095.227 341000
1039079.918 342000
1039079.918 343000
1038996.134 344000
1038932.261 345000
1038932.261 346000
1038764.748 347000
1038764.748 348000
1038764.748 349000
1038563.639 350000
1038491.929 351000
1038491.929 352000
1038474.627 353000
1038474.627 354000
1037781.535 355000
1037510.552 356000
1037403.012 357000
1037269.608 358000
1037100.823 359000
1036866.371 360000
1036866.371 361000
1036866.371 362000
1036829.869 363000
1036829.869 364000
1036756.042 365000
1036676.825 366000
1036502.944 367000
1036286.460 368000
1036286.460 369000
1036245.185 370000
1036170.649 371000
1036170.649 372000
1035988.524 373000
1035988.524 374000
1035988.524 375000
1035985.209 376000
1035924.967 377000
1035862.766 378000
1035780.845 379000
1035780.845 380000
1035780.845 381000
1035724.970 382000
1035504.361 383000
1035476.930 384000
1035459.860 385000
1035323.810 386000
1035323.810 387000
1035323.810 388000
1035277.929 389000
1035256.331 390000
1035175.897 391000
1035175.897 392000
1035011.792 393000
1034969.516 394000
1034969.516 395000
1034952.154 396000
1034912.444 397000
1034761.002 398000
1034761.002 399000
1034761.002 400000
1034761.002 401000
1034761.002 402000
